Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,FrameType,CPUStartTime,FrameTime,CPUBusy,CPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,InstrumentedLatency
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,5883.3901,47.7101,47.4409,0.2692,91.2857,47.6344,-1.9702,5856.0483,NA,58.5194
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,5931.1002,46.5607,46.3061,0.2546,91.2100,47.2022,-0.8678,5902.8149,NA,59.3872
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,5977.6609,46.8056,46.5386,0.2670,91.8515,45.9204,-0.6040,5949.4131,NA,59.9912
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6024.4665,46.4718,46.2354,0.2364,90.9663,45.1141,0.6883,5996.0218,NA,59.3029
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6070.9383,45.9697,45.6965,0.2732,89.6086,44.9909,1.4859,6042.6218,NA,57.8170
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6116.9080,47.4947,47.2124,0.2823,88.6298,49.2093,2.1993,6089.8120,NA,55.6177
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6164.4027,47.5121,47.2516,0.2605,90.3444,48.9345,-1.5229,6137.4984,NA,57.1406
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6211.9148,47.7660,47.5161,0.2499,91.7668,46.4178,-0.8457,6185.5872,NA,57.9863
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6259.6808,47.7560,47.4481,0.3079,90.4186,47.7643,1.3861,6233.3911,NA,56.6002
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6307.4368,47.5204,47.1703,0.3501,90.4269,47.0560,-0.1956,6280.9598,NA,56.7958
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6354.9572,48.0410,47.7393,0.3017,89.9625,47.9756,0.0696,6328.0854,NA,56.7262
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6402.9982,47.2756,46.9865,0.2891,89.8971,45.7030,-0.5761,6375.4849,NA,57.3023
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6450.2738,46.0028,45.7180,0.2848,88.3245,47.8513,1.2965,6422.4844,NA,56.0058
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6496.2766,47.5504,47.2678,0.2826,90.1730,48.8044,-0.6095,6469.7262,NA,56.6153
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6543.8270,46.9539,46.6752,0.2787,91.4270,45.3560,-1.5550,6516.9756,NA,58.1703
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6590.7809,48.0061,47.6548,0.3513,89.8291,47.4858,1.6288,6563.9604,NA,56.5415
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6638.7870,46.1698,45.8231,0.3467,89.3088,48.2178,-0.4161,6611.0301,NA,56.9576
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6684.9568,46.9401,46.6612,0.2789,91.3568,45.6148,-1.1508,6658.0971,NA,58.1084
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6731.8969,47.4894,47.2047,0.2847,90.0315,47.2011,1.4602,6705.1721,NA,56.6482
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6779.3863,47.4720,47.1793,0.2927,89.7432,47.1512,0.3843,6752.7575,NA,56.2639
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6826.8583,47.2998,47.0085,0.2913,89.4224,47.6211,0.0547,6799.9634,NA,56.2092
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6874.1581,47.3585,47.0828,0.2757,89.7437,48.2423,-0.2317,6847.3528,NA,56.4409
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6921.5166,48.2478,47.9269,0.3209,90.6275,47.8863,-0.4731,6895.1220,NA,56.9140
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,6969.7644,47.7257,47.4676,0.2581,90.2660,49.9791,-0.3870,6942.6213,NA,57.3010
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7017.4901,47.3395,47.0542,0.2853,92.5194,47.0392,-2.6404,6989.9600,NA,59.9414
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7064.8296,46.8366,46.5521,0.2845,92.2191,46.0443,0.0170,7037.0162,NA,59.9244
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7111.6662,46.9000,46.5984,0.3016,91.4268,46.2055,0.9393,7083.9998,NA,58.9851
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7158.5662,47.0379,46.7410,0.2969,90.7323,45.2009,0.8240,7131.0293,NA,58.1611
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7205.6041,46.6993,46.4286,0.2707,88.8953,48.4333,1.7876,7178.0178,NA,56.3735
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7252.3034,48.2079,47.9225,0.2854,90.6293,48.7263,-0.3076,7226.1435,NA,56.6811
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7300.5113,47.9936,47.7188,0.2748,91.1477,47.6904,-0.7084,7274.1614,NA,57.3895
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7348.5049,47.9788,47.6638,0.3150,90.8445,47.6483,0.5041,7322.3559,NA,56.8854
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7396.4837,47.9030,47.5866,0.3164,90.5140,47.7871,0.1699,7370.1741,NA,56.7155
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7444.3867,48.5223,48.0673,0.4550,90.3981,47.1321,-0.1521,7417.8091,NA,56.8676
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7492.9090,46.9355,46.6138,0.3217,89.0079,46.5805,0.3157,7465.2569,NA,56.5519
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7539.8445,47.0550,46.7503,0.3047,88.6529,48.5837,0.7650,7512.6024,NA,55.7869
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7586.8995,47.8582,47.5549,0.3033,90.1816,47.5890,-1.0845,7560.1016,NA,56.8714
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7634.7577,46.3709,46.1053,0.2656,89.9124,48.5293,-0.1882,7607.5024,NA,57.0596
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7681.1286,48.3338,48.0011,0.3327,92.0708,47.1227,-1.2675,7654.7642,NA,58.3271
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7729.4624,47.0277,46.7431,0.2846,90.8597,45.0164,-0.1802,7701.7067,NA,58.5073
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7776.4901,46.2945,45.9833,0.3112,88.8484,46.4734,1.6379,7748.3610,NA,56.8694
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7822.7846,46.4284,46.1416,0.2868,89.0273,46.6981,0.2655,7795.0999,NA,56.6039
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7869.2130,47.1964,46.8564,0.3400,89.2970,48.5688,0.3248,7842.1228,NA,56.2791
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7916.4094,47.7240,47.4336,0.2904,90.6694,47.8295,-0.9251,7889.7665,NA,57.2042
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,7964.1334,48.1319,47.8323,0.2996,90.7749,46.5657,-0.2586,7937.3374,NA,57.4628
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8012.2653,46.9416,46.6597,0.2819,89.2087,47.2793,0.8230,7984.7261,NA,56.6398
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8059.2069,46.8384,46.5563,0.2821,89.5464,47.0108,0.0344,8032.0398,NA,56.6054
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8106.0453,47.3454,47.0739,0.2715,89.7188,47.7437,0.1740,8079.2246,NA,56.4314
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8153.3907,47.9077,47.6228,0.2849,90.1171,47.7084,-0.3482,8126.6201,NA,56.7796
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8201.2984,47.2579,46.9535,0.3044,89.9178,47.3171,-0.5215,8173.8070,NA,57.3011
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8248.5563,46.6507,46.3595,0.2912,89.9770,46.1894,-0.2403,8220.8838,NA,57.5414
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8295.2070,46.9962,46.6975,0.2987,89.5157,48.1861,1.2059,8268.2791,NA,56.3355
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8342.2032,48.1772,47.9125,0.2647,90.7056,47.6517,-0.9928,8315.4724,NA,57.3283
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8390.3804,45.7975,45.5233,0.2742,90.1801,45.4972,-0.4860,8362.6381,NA,57.8143
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8436.1779,47.1510,46.8820,0.2690,89.8798,48.1140,1.4888,8409.6241,NA,56.3255
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8483.3289,47.8274,47.4525,0.3749,90.8428,46.8633,-0.7526,8456.9855,NA,57.0781
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8531.1563,47.2506,46.9897,0.2609,89.8787,47.1586,0.2862,8504.1350,NA,56.7919
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8578.4069,46.8757,46.6006,0.2751,89.7867,47.9272,-0.0032,8551.2904,NA,56.7951
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8625.2826,48.5302,48.2517,0.2785,90.8382,45.9569,-0.5354,8598.6822,NA,57.3305
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8673.8128,46.3560,46.0729,0.2831,88.2649,50.7027,1.4828,8646.1219,NA,55.8477
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8720.1688,48.3667,48.0808,0.2859,92.6116,49.3102,-3.3912,8693.4334,NA,59.2389
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8768.5355,46.6835,46.3705,0.3130,93.5551,45.2823,-2.1795,8740.5641,NA,61.4184
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8815.2190,46.5613,46.2808,0.2805,92.1539,46.4530,1.9027,8787.7491,NA,59.5157
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8861.7803,46.9576,46.6746,0.2830,92.0456,45.2262,0.5265,8834.7286,NA,58.9892
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8908.7379,47.4173,47.1382,0.2791,90.3142,46.4365,1.5397,8881.4945,NA,57.4495
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,8956.1552,47.3105,47.0077,0.3028,89.3334,48.1783,1.2507,8929.1817,NA,56.1988
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9003.4657,47.7517,47.3732,0.3785,90.2012,48.6246,-0.3126,8977.0474,NA,56.5114
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9051.2174,48.3174,47.9857,0.3317,91.0741,48.7760,-0.2452,9025.4268,NA,56.7566
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9099.5348,48.5712,48.2717,0.2995,91.5327,47.0375,-0.6748,9073.5280,NA,57.4314
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9148.1060,47.5635,47.2790,0.2845,89.9990,47.1553,0.7426,9121.3081,NA,56.6888
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9195.6695,47.2918,47.0249,0.2669,89.5908,48.7463,0.3369,9168.8003,NA,56.3519
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9242.9613,47.9622,47.6169,0.3453,91.0453,45.2614,-1.2334,9216.3132,NA,57.5853
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9290.9235,46.5387,46.2511,0.2876,88.3445,49.0394,1.9594,9263.5340,NA,55.6259
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9337.4622,48.0970,47.7733,0.3237,90.8452,50.3919,-1.6016,9310.9718,NA,57.2275
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9385.5592,46.6500,46.3915,0.2585,93.1401,44.2100,-3.0460,9358.3177,NA,60.2735
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9432.2092,47.1742,46.8988,0.2754,90.7001,46.3073,3.0316,9405.5593,NA,57.2419
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9479.3834,47.7314,47.4403,0.2911,89.8332,48.1821,1.0897,9452.9563,NA,56.1522
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9527.1148,46.8980,46.6257,0.2723,90.2839,46.3518,-1.1212,9500.0172,NA,57.2734
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9574.0128,46.7733,46.5101,0.2632,89.7377,47.6411,0.8317,9547.2007,NA,56.4417
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9620.7861,48.4653,48.1814,0.2839,90.6055,49.6519,0.3291,9595.1709,NA,56.1126
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9669.2514,48.9253,48.6092,0.3161,91.7921,45.8419,-1.8260,9642.9968,NA,57.9386
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9718.1767,46.1416,45.8349,0.3067,88.7087,48.1714,1.6383,9690.4770,NA,56.3003
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9764.3183,47.6846,47.3940,0.2906,90.7385,48.3317,-0.7484,9737.9000,NA,57.0487
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9812.0029,48.0956,47.7779,0.3177,91.3856,46.4703,-0.8158,9785.4159,NA,57.8645
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9860.0985,46.9850,46.6024,0.3826,89.7603,48.0766,0.7679,9832.6541,NA,57.0966
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9907.0835,47.2594,46.9331,0.3263,90.8519,46.9576,-0.8063,9879.9244,NA,57.9029
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,9954.3429,46.8708,46.5930,0.2778,90.5501,46.6574,-0.0035,9926.8785,NA,57.9064
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10001.2137,47.1771,46.9286,0.2485,90.3367,46.0274,0.6449,9974.1808,NA,57.2615
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10048.3908,46.9700,46.7050,0.2650,89.1870,47.2268,1.1012,10021.3094,NA,56.1603
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10095.3608,47.0228,46.7543,0.2685,89.4438,49.7994,0.1222,10068.6584,NA,56.0381
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10142.3836,48.8142,48.4880,0.3262,92.2204,47.0381,-2.1152,10116.3426,NA,58.1533
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10191.1978,47.4765,47.1831,0.2934,90.4443,46.8093,0.9555,10164.3362,NA,57.1978
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10238.6743,48.0187,47.7121,0.3066,89.7771,47.9185,1.1601,10212.3056,NA,56.0377
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10286.6930,47.0831,46.7613,0.3218,89.6769,48.7758,-0.3103,10259.9138,NA,56.3480
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10333.7761,48.0616,47.7548,0.3068,91.3696,46.6824,-1.3766,10307.3130,NA,57.7246
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10381.8377,47.0790,46.8056,0.2734,89.9904,47.4159,0.7619,10354.7573,NA,56.9627
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10428.9167,48.1412,47.8711,0.2701,90.3273,48.5324,0.0065,10402.1797,NA,56.9562
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10477.0579,46.4504,46.1847,0.2657,90.7185,47.3430,-1.3251,10449.3870,NA,58.2813
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10523.5083,47.5640,47.2882,0.2758,91.6111,45.7215,-0.2327,10496.4973,NA,58.5140
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10571.0723,46.4381,46.1478,0.2903,89.7686,46.5421,1.5025,10543.7213,NA,57.0115
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10617.5104,48.1681,47.9003,0.2678,89.8726,48.1466,0.5159,10590.7793,NA,56.4956
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10665.6785,46.8654,46.5998,0.2656,89.8511,46.5625,-1.2314,10637.6945,NA,57.7270
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10712.5439,47.4158,47.0931,0.3227,89.5482,48.1921,0.7236,10684.9806,NA,57.0034
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10759.9597,46.7972,46.4964,0.3008,90.3245,47.4529,-0.4355,10732.7372,NA,57.4389
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10806.7569,47.5562,47.2492,0.3070,90.9802,45.7663,-0.0215,10780.1686,NA,57.4604
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10854.3131,46.9118,46.6030,0.3088,89.1903,47.3320,1.3399,10827.2748,NA,56.1205
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10901.2249,47.4860,47.1574,0.3286,89.6105,48.5209,-0.3411,10874.2657,NA,56.4616
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10948.7109,47.3605,46.9691,0.3914,90.6454,45.7635,-1.6833,10921.1033,NA,58.1449
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,10996.0714,46.5654,46.2914,0.2740,89.0484,47.3574,1.6221,10968.4889,NA,56.5228
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11042.6368,47.4444,47.1808,0.2636,89.8404,48.8227,0.2219,11016.0682,NA,56.3009
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11090.0812,47.2717,46.9954,0.2763,91.2187,47.0437,-1.5155,11063.3754,NA,57.8164
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11137.3529,47.9309,47.5924,0.3385,90.9907,47.0745,0.2855,11110.7046,NA,57.5309
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11185.2838,47.6724,47.3395,0.3329,90.1343,47.3828,0.5400,11158.3191,NA,56.9909
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11232.9562,47.1119,46.8225,0.2894,89.8447,46.7295,0.0794,11205.7813,NA,56.9115
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11280.0681,46.8824,46.5730,0.3094,89.4623,47.7090,0.5254,11253.0362,NA,56.3861
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11326.9505,48.0301,47.7616,0.2685,90.2889,47.2545,-0.2680,11300.4772,NA,56.6541
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11374.9806,47.1267,46.8095,0.3172,89.5133,47.4988,0.3134,11348.0451,NA,56.3407
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11422.1073,47.5753,47.3234,0.2519,89.8854,48.4567,0.0108,11395.5547,NA,56.3299
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11469.6826,47.8067,47.5275,0.2792,90.7668,46.7819,-1.1054,11442.9060,NA,57.4353
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11517.4893,47.0642,46.7680,0.2962,89.7420,47.8931,0.5807,11490.2686,NA,56.8546
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11564.5535,46.9814,46.6586,0.3228,90.5709,46.4422,-0.8013,11537.3604,NA,57.6559
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11611.5349,47.0307,46.7615,0.2692,90.0317,47.5052,0.5817,11584.3843,NA,57.0742
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11658.5656,46.9857,46.6544,0.3313,90.5062,46.8762,-0.4206,11631.4689,NA,57.4948
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11705.5513,47.1162,46.8304,0.2858,90.3967,47.1066,0.3749,11678.7200,NA,57.1199
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11752.6675,47.6913,47.3963,0.2950,90.3871,48.0212,0.2080,11726.0346,NA,56.9119
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11800.3588,47.4347,47.1651,0.2696,90.7170,46.5462,-0.2407,11773.8151,NA,57.1526
Stalker2-Win64-Shipping.exe,8048,0x17D20F500,DXGI,0,0,1,Hardware Composed: Independent Flip,Application,11847.7935,48.0319,47.7483,0.2836,89.8285,49.1713,1.0447,11821.4060,NA,56.1079
